Isotope,Energy,Intensity,unc_intensity,Half life (s),Half life (m),half life (h),half life (d)
61FE,1899.3,0.071,0.021,358.8,5.98,0.09966666666666667,0.004152777777777778
57NI,1919.52,12.3,0.4,128160.0,2136.0,35.6,1.4833333333333334
60CU,1919.7,0.7,0.07,1422.0,23.7,0.395,0.016458333333333332
63ZN,1927.2,0.0057,0.0012,2308.2,38.47,0.6411666666666667,0.026715277777777775
60CU,1936.9,2.2,0.09,1422.0,23.7,0.395,0.016458333333333332
55CO,1940.6,0.014,0.006,63108.0,1051.8,17.53,0.7304166666666667
56CO,1963.741,0.707,0.004,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
61FE,1972.7,0.059,0.017,358.8,5.98,0.09966666666666667,0.004152777777777778
62CU,1985.0,0.001,0.0003,580.38,9.673,0.16121666666666667,0.0067173611111111114
61CU,1997.73,0.0039,0.0007,11998.8,199.98,3.3329999999999997,0.138875
61FE,1999.8,0.13,0.04,358.8,5.98,0.09966666666666667,0.004152777777777778
63ZN,2011.4,0.0107,0.0017,2308.2,38.47,0.6411666666666667,0.026715277777777775
61FE,2011.6,4.2,0.4,358.8,5.98,0.09966666666666667,0.004152777777777778
56CO,2015.215,3.016,0.012,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
63ZN,2026.8,0.056,0.006,2308.2,38.47,0.6411666666666667,0.026715277777777775
56CO,2034.791,7.77,0.03,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
63ZN,2046.4,0.0037,0.0011,2308.2,38.47,0.6411666666666667,0.026715277777777775
60CU,2061.0,0.79,0.04,1422.0,23.7,0.395,0.016458333333333332
63ZN,2062.1,0.034,0.004,2308.2,38.47,0.6411666666666667,0.026715277777777775
63ZN,2081.4,0.0148,0.0017,2308.2,38.47,0.6411666666666667,0.026715277777777775
62CU,2084.8,0.0048,0.0011,580.38,9.673,0.16121666666666667,0.0067173611111111114
63ZN,2092.6,0.0025,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
62CU,2097.6,0.0029,0.0004,580.38,9.673,0.16121666666666667,0.0067173611111111114
63ZN,2110.8,0.0062,0.0013,2308.2,38.47,0.6411666666666667,0.026715277777777775
56CO,2113.135,0.377,0.003,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
61CU,2120.0,0.005,0.005,11998.8,199.98,3.3329999999999997,0.138875
61CU,2123.432,0.041,0.008,11998.8,199.98,3.3329999999999997,0.138875
57NI,2133.04,0.0286,0.0017,128160.0,2136.0,35.6,1.4833333333333334
60CU,2135.0,0.018,0.013,1422.0,23.7,0.395,0.016458333333333332
55CO,2144.2,0.09,0.009,63108.0,1051.8,17.53,0.7304166666666667
CO-60m,2158.57,0.00075,0.00012,628.02,10.467,0.17445,0.00726875
CO-60g,2158.57,0.0012,0.0002,166344200.0,2772403.3333333335,46206.72222222222,1925.2800925925926
60CU,2158.9,3.34,0.18,1422.0,23.7,0.395,0.016458333333333332
60CU,2176.0,0.052,0.015,1422.0,23.7,0.395,0.016458333333333332
61FE,2177.1,0.2,0.04,358.8,5.98,0.09966666666666667,0.004152777777777778
55CO,2177.6,0.29,0.04,63108.0,1051.8,17.53,0.7304166666666667
63ZN,2188.0,0.0016,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
56CO,2212.944,0.388,0.004,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
63ZN,2219.9,0.003,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
61FE,2230.8,0.105,0.018,358.8,5.98,0.09966666666666667,0.004152777777777778
60CU,2263.6,0.11,0.04,1422.0,23.7,0.395,0.016458333333333332
FE-53g,2273.5,0.38,0.05,510.6,8.51,0.14183333333333334,0.0059097222222222225
56CO,2276.131,0.118,0.004,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
62CU,2301.95,0.042,0.003,580.38,9.673,0.16121666666666667,0.0067173611111111114
FE-53g,2307.7,0.013,0.004,510.6,8.51,0.14183333333333334,0.0059097222222222225
60CU,2334.4,0.035,0.018,1422.0,23.7,0.395,0.016458333333333332
63ZN,2336.5,0.075,0.006,2308.2,38.47,0.6411666666666667,0.026715277777777775
FE-53m,2339.7,13.0,2.3,152.4,2.54,0.042333333333333334,0.001763888888888889
56CO,2373.24,0.08,0.004,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,2377.0,0.062,0.013,1422.0,23.7,0.395,0.016458333333333332
60CU,2389.6,0.12,0.04,1422.0,23.7,0.395,0.016458333333333332
60CU,2403.3,0.77,0.08,1422.0,23.7,0.395,0.016458333333333332
60CU,2420.0,0.013,0.013,1422.0,23.7,0.395,0.016458333333333332
61FE,2484.4,0.118,0.014,358.8,5.98,0.09966666666666667,0.004152777777777778
63ZN,2497.4,0.021,0.003,2308.2,38.47,0.6411666666666667,0.026715277777777775
CO-60g,2505.692,2e-06,4e-07,166344200.0,2772403.3333333335,46206.72222222222,1925.2800925925926
63ZN,2512.0,0.0098,0.0017,2308.2,38.47,0.6411666666666667,0.026715277777777775
56CO,2523.09,0.059,0.004,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
63ZN,2536.0,0.066,0.007,2308.2,38.47,0.6411666666666667,0.026715277777777775
60CU,2540.0,0.026,0.012,1422.0,23.7,0.395,0.016458333333333332
60CU,2555.0,0.013,0.013,1422.0,23.7,0.395,0.016458333333333332
55CO,2578.7,0.043,0.006,63108.0,1051.8,17.53,0.7304166666666667
56CO,2598.5,16.97,0.04,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,2602.0,0.02,0.011,1422.0,23.7,0.395,0.016458333333333332
56CO,2657.527,0.019,0.0017,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,2675.3,0.13,0.03,1422.0,23.7,0.395,0.016458333333333332
FE-53g,2685.6,0.08,0.022,510.6,8.51,0.14183333333333334,0.0059097222222222225
60CU,2687.9,0.44,0.07,1422.0,23.7,0.395,0.016458333333333332
63ZN,2696.6,0.04,0.004,2308.2,38.47,0.6411666666666667,0.026715277777777775
63ZN,2716.9,0.0131,0.0017,2308.2,38.47,0.6411666666666667,0.026715277777777775
57NI,2730.91,0.0199,0.0006,128160.0,2136.0,35.6,1.4833333333333334
60CU,2746.1,1.06,0.09,1422.0,23.7,0.395,0.016458333333333332
FE-53g,2748.8,0.14,0.04,510.6,8.51,0.14183333333333334,0.0059097222222222225
61FE,2754.4,0.74,0.09,358.8,5.98,0.09966666666666667,0.004152777777777778
60CU,2779.0,0.011,0.011,1422.0,23.7,0.395,0.016458333333333332
63ZN,2780.3,0.0156,0.0017,2308.2,38.47,0.6411666666666667,0.026715277777777775
57NI,2804.2,0.098,0.004,128160.0,2136.0,35.6,1.4833333333333334
63ZN,2806.6,0.0041,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
63ZN,2857.6,0.0033,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
55CO,2872.4,0.118,0.008,63108.0,1051.8,17.53,0.7304166666666667
63ZN,2889.4,0.0025,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
60CU,2889.6,0.02,0.008,1422.0,23.7,0.395,0.016458333333333332
61FE,2920.0,0.067,0.013,358.8,5.98,0.09966666666666667,0.004152777777777778
55CO,2938.9,0.057,0.01,63108.0,1051.8,17.53,0.7304166666666667
FE-53g,2946.6,0.05,0.017,510.6,8.51,0.14183333333333334,0.0059097222222222225
60CU,2986.3,0.123,0.018,1422.0,23.7,0.395,0.016458333333333332
60CU,3002.0,0.011,0.011,1422.0,23.7,0.395,0.016458333333333332
56CO,3009.645,1.036,0.013,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,3024.0,0.013,0.013,1422.0,23.7,0.395,0.016458333333333332
FE-53m,3040.6,0.06,0.011,152.4,2.54,0.042333333333333334,0.001763888888888889
63ZN,3044.6,0.0049,0.0008,2308.2,38.47,0.6411666666666667,0.026715277777777775
63ZN,3100.7,0.00057,0.00017,2308.2,38.47,0.6411666666666667,0.026715277777777775
55CO,3108.3,0.0053,0.0023,63108.0,1051.8,17.53,0.7304166666666667
60CU,3124.1,4.8,0.3,1422.0,23.7,0.395,0.016458333333333332
62CU,3158.2,0.00062,0.00014,580.38,9.673,0.16121666666666667,0.0067173611111111114
60CU,3160.8,0.58,0.03,1422.0,23.7,0.395,0.016458333333333332
57NI,3177.28,0.0111,0.0006,128160.0,2136.0,35.6,1.4833333333333334
61FE,3191.0,0.08,0.013,358.8,5.98,0.09966666666666667,0.004152777777777778
60CU,3194.1,2.02,0.09,1422.0,23.7,0.395,0.016458333333333332
56CO,3202.029,3.209,0.012,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,3203.0,0.033,0.011,1422.0,23.7,0.395,0.016458333333333332
61FE,3204.2,0.042,0.009,358.8,5.98,0.09966666666666667,0.004152777777777778
60CU,3216.0,0.035,0.018,1422.0,23.7,0.395,0.016458333333333332
61FE,3239.1,0.055,0.013,358.8,5.98,0.09966666666666667,0.004152777777777778
60CU,3246.5,0.026,0.009,1422.0,23.7,0.395,0.016458333333333332
FE-53g,3248.8,0.038,0.021,510.6,8.51,0.14183333333333334,0.0059097222222222225
56CO,3253.503,7.923,0.021,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
62CU,3257.3,0.00014,7e-05,580.38,9.673,0.16121666666666667,0.0067173611111111114
60CU,3269.4,0.77,0.04,1422.0,23.7,0.395,0.016458333333333332
62CU,3271.4,0.00072,0.00011,580.38,9.673,0.16121666666666667,0.0067173611111111114
56CO,3273.079,1.8759,0.002,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
61FE,3364.9,0.042,0.009,358.8,5.98,0.09966666666666667,0.004152777777777778
56CO,3369.86,0.0101,0.0007,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
62CU,3370.3,0.0084,0.0006,580.38,9.673,0.16121666666666667,0.0067173611111111114
60CU,3393.4,0.053,0.018,1422.0,23.7,0.395,0.016458333333333332
60CU,3428.4,0.026,0.009,1422.0,23.7,0.395,0.016458333333333332
56CO,3451.232,0.949,0.005,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,3513.0,0.018,0.009,1422.0,23.7,0.395,0.016458333333333332
60CU,3518.0,0.018,0.009,1422.0,23.7,0.395,0.016458333333333332
56CO,3548.05,0.1955,0.0015,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
56CO,3600.8,0.0167,0.0005,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
56CO,3611.53,0.0086,0.0003,6672931.0,111215.51666666666,1853.5919444444444,77.23299768518518
60CU,3716.0,0.004,0.004,1422.0,23.7,0.395,0.016458333333333332
60CU,3735.6,0.026,0.009,1422.0,23.7,0.395,0.016458333333333332
62CU,3861.7,0.00027,7e-05,580.38,9.673,0.16121666666666667,0.0067173611111111114
60CU,3872.0,0.011,0.004,1422.0,23.7,0.395,0.016458333333333332
60CU,4007.8,0.08,0.03,1422.0,23.7,0.395,0.016458333333333332
60CU,4020.4,0.77,0.08,1422.0,23.7,0.395,0.016458333333333332
60CU,4078.3,0.062,0.018,1422.0,23.7,0.395,0.016458333333333332
60CU,4319.4,0.044,0.009,1422.0,23.7,0.395,0.016458333333333332
60CU,4334.6,0.0123,0.0018,1422.0,23.7,0.395,0.016458333333333332
60CU,4494.0,0.04,0.008,1422.0,23.7,0.395,0.016458333333333332
60CU,4536.0,0.003,0.003,1422.0,23.7,0.395,0.016458333333333332
60CU,4548.7,0.04,0.008,1422.0,23.7,0.395,0.016458333333333332
60CU,4578.9,0.022,0.006,1422.0,23.7,0.395,0.016458333333333332
60CU,4759.0,0.008,0.005,1422.0,23.7,0.395,0.016458333333333332
60CU,4843.1,0.009,0.003,1422.0,23.7,0.395,0.016458333333333332
60CU,5048.0,0.0018,0.0009,1422.0,23.7,0.395,0.016458333333333332
